url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/abhra,Abhra,https://www.abhra.co.uk/,"[""https://twitter.com/@ABHR___A"", ""https://instagram.com/abhr_a""]",info@abhra.co.uk,"Unit 106 Bon Marche, 241-251 Ferndale Rd, London, SW9 8BJ",Alex Bilton,"Every project is unique. We always look for something inspiring from the outset to create a beautiful, stand-alone design. We specialise in high quality architecture and have developed our approach to ensure that each design reflects the individual client and context of each project. We enjoy producing original solutions and take a visual approach to explaining our designs to clients by using the latest in computer visualisations to convey our ideas. We are experts at extracting the best out of each project and many of our projects have been delivered in constrained urban sites. Our homes are carefully planned and intricately detailed. Address Unit 106 Bon Marche, 241-251 Ferndale Rd, London, SW9 8BJ Contact Alex Bilton Twitter @ABHR___A Instagram abhr_a",6,0 - 4,[]
https://architectdirectory.co.uk/practice/abigail-owen-architects,Abigail Owen Architects,https://abigailowenarchitects.co.uk/,[],abigail@abigailowenarchitects.co.uk,"25 Fox Lane, Waverton, Chester, CH3 7PQ",Abigail Owen,"A contemporary RIBA Chartered Architectural Practice, based in Chester specialising in new build homes, extensions and remodelling. I will take the time to understand your lifestyle, aspirations and budget to bring the vision of your dream home to life. Address 25 Fox Lane, Waverton, Chester, CH3 7PQ Contact Abigail Owen",3,0 - 4,[]
https://architectdirectory.co.uk/practice/abir-architects,Abir Architects,http://www.abir.co.uk/,[],studio@abirarchitects.co.uk,"Unit 1, Beta House, St Johns Road, Hove, BN3 2FX",Giles Ings,"design, create and deliver considered, responsive & contextual architecture; buildings, places & communities for all. Address Unit 1, Beta House, St Johns Road, Hove, BN3 2FX Contact Giles Ings",14,0 - 4,[]
https://architectdirectory.co.uk/practice/abito-architects,Abito Architects,http://www.abitoarchitects.com/,[],info@abitoarchitects.com,"2 Riversleigh Avenue, Lytham, FY8 5QZ",Gregory Musi,"Abito Architects draws from broad, award winning experience, working at senior level within leading UK architectural practices. Creativity, sustainability and cost effectiveness are key aims of the practice and drive the approach to every project we undertake. Address 2 Riversleigh Avenue, Lytham, FY8 5QZ Contact Gregory Musi",11,0 - 4,[]
https://architectdirectory.co.uk/practice/abl3-architects,Abl3 Architects,https://www.abl3architects.com/,[],info@abl3architects.com,"27 Bulwer Street, London, W12 8AR",Robert Lemesle Adams,"Welcome to a legacy of architectural excellence that began in 1992 when Rob laid the foundation for our practice. Over the years, our bespoke projects have not only earned accolades, awards, and features in prominent publications but have also become a testament to our unwavering commitment to enriching the built environment. As a family-driven business, we infuse purpose into every blueprint, creating spaces that transcend the ordinary. Partnering with our clients, we turn their dreams into tangible realities, going beyond the visible facets of design to weave narratives that reflect personalities and tell personal stories. Address 27 Bulwer Street, London, W12 8AR Contact Robert Lemesle Adams",31,0 - 4,[]
https://architectdirectory.co.uk/practice/abode-architects,Abode Architects,http://www.abode.org.uk/,[],info@abode.org.uk,"The Forge, 5 Upper Church Lane, Farnham, GU9 7PW",Andrew Tomkins,"An award-winning Architect Practice based in Surrey. Address The Forge, 5 Upper Church Lane, Farnham, GU9 7PW Contact Andrew Tomkins",19,0 - 4,[]
https://architectdirectory.co.uk/practice/abq-studio,Abq Studio,http://www.abqstudio.com/,[],mail@abqstudio.com,"6 Diamond Workshops, Lewes Road, Blackboys, Uckfield, TN22 5JH",Sean Albuquerque,"We believe that good architecture is something that responds to its location, and has a care for human qualities and the planet's resources, while the process of bringing a project to realisation is about being keenly focused on budget and timescale. There is no common visual theme to our work and our aim is for our designs to be thoroughly contemporary though not adhering to any individual architectural style. Address 6 Diamond Workshops, Lewes Road, Blackboys, Uckfield, TN22 5JH Contact Sean Albuquerque",21,0 - 4,[]
https://architectdirectory.co.uk/practice/absolute-architecture,Absolute Architecture,http://www.absolute-architecture.co.uk/,[],mail@absolute-architecture.co.uk,"Commercial House, 53b Kingsbridge Road, Newbury, RG14 6DY",Kate Cooper,"It is our true belief that every property has the potential to be extraordinary. We pride ourselves on listening to your individual needs and articulating new perspectives, translating your unique vision into the bespoke home and lifestyle you’ve been dreaming of. We’re there from concept to completion, creating a sustainable and thriving future home for you and generations to come. Our Passivhaus accreditation puts sustainability at the heart of everything we do. Creating living environments that are affordable, energy efficient and comfortable. Where you can use your whole house, all year round. Whether you pursue full certification or not, Passivhaus principles are not just about reducing your energy bills. They address the wider benefits of environment, health, comfort and durability, resulting in homes that are better to live in. Address Commercial House, 53b Kingsbridge Road, Newbury, RG14 6DY Contact Kate Cooper",15,5 - 19,[]
https://architectdirectory.co.uk/practice/abw-architects,Abw Architects,https://www.abwarchitects.co.uk/,[],info@abwarchitects.co.uk,"3.3 Tempest, 12 Tithebarn Street, Liverpool, L2 2DT",Andrew Brown,"We aim to make places where people want to be. The design of buildings is often about resolving conflicting issues but also about looking for and taking advantage of opportunities that already exist. To do this we need to have a detailed understanding of the brief and also see the potential of a site or existing building. Address 3.3 Tempest, 12 Tithebarn Street, Liverpool, L2 2DT Contact Andrew Brown",15,5 - 19,[]
https://architectdirectory.co.uk/practice/ac-architects-cambridge,Ac Architects Cambridge,http://www.acarchitects.com/,[],info@acarchitects.com,"33-35 Victoria Road, Cambridge, CB4 3BW",Anne Cooper,"AC Architects Cambridge Ltd is a RIBA Chartered award-winning practice combining innovative, quality designs with environmentally friendly low energy solutions. Our emphasis is on sustainability in all types of work from green buildings, including new buildings and recycling buildings for a carbon neutral future, to historic building and conservation work. We take great pride in caring for the environment and our design of low energy buildings – including our own offices in Cambridge – positively supports the reduction of carbon emissions from buildings. Address 33-35 Victoria Road, Cambridge, CB4 3BW Contact Anne Cooper",26,0 - 4,[]
https://architectdirectory.co.uk/practice/acanthus-clews-architects,Acanthus Clews Architects,https://www.acanthusclews.co.uk/,[],architects@acanthusclews.co.uk,"Acanthus House, 57 Hightown Road, Banbury, OX16 9BE",Mark Smith,"Clews Architects are an award winning RIBA chartered practice with a national portfolio. For more than 40 years we have been building a reputation for specialist conservation architecture and creative contemporary design. Our core belief is collaboration through open communication, and we are passionate about sensitive, bespoke solutions reflecting the unique context of every site. ​We have developed as an innovative diverse team with specialist expertise in a range of sectors including conservation, school buildings, residential properties and public community buildings. Throughout the studio and on all projects we deliver creative, hard working and committed professionalism. Address Acanthus House, 57 Hightown Road, Banbury, OX16 9BE Contact Mark Smith",51,5 - 19,[]
